batch,fineRK4_ms,ros2_ms,sur1step_ms,surRollout_ms,speedup
64.0,16.507399999999997,26.1694,0.3155,48.2686,0.3419904451341037
256.0,71.8516,118.4863,0.8231999999999999,93.77099999999999,0.766245427690864
1024.0,244.98610000000002,469.6644,2.4833,445.7882,0.5495571663852924
