true_gNa,true_gK,rec_gNa,rec_gK
110.0,30.0,110.0000157665265,30.00000191204989
90.0,45.0,90.00002893992911,45.00001169536643
140.0,25.0,140.0000172397371,24.99999944612197
75.0,40.0,74.99999914400271,39.99999951775976
120.0,36.0,119.9668086797382,35.987487998330955
100.0,50.0,100.00001426430352,50.00000527081994
