t_ms,e1,e2,e3,e4,e5,e6,e7
5.175000000000001,0.0013399482536693788,0.0015289369755927757,0.0012361102413501583,0.0010814559120224617,0.0011631216936510496,0.001081455912022462,0.001236110241350158
5.2,0.001125485992394263,0.0012785105414529622,0.0010285436835895934,0.0009017390047145135,0.0009789594509837264,0.0009017390047145135,0.0010285436835895932
5.2250000000000005,0.0009536847999089418,0.00107873922084199,0.0008637470289546581,0.0007585211017810253,0.0008309361945205007,0.0007585211017810254,0.0008637470289546581
5.25,0.0008165953195017711,0.0009201590395326323,0.0007335084848676895,0.0006448046644841383,0.0007123043811648192,0.0006448046644841384,0.0007335084848676894
5.275,0.0007075583212565939,0.0007948241476480307,0.0006309768256998056,0.0005547625604209747,0.0006174275726499797,0.0005547625604209748,0.0006309768256998055
5.300000000000001,0.0006210805453116811,0.0006961663568778948,0.0005505305156887468,0.0004836222589991441,0.0005416698480316755,0.0004836222589991442,0.0005505305156887467
5.325,0.0005526781117559182,0.0006188161762651527,0.00048761122921891885,0.0004275195194608124,0.0004812572392824108,0.00042751951946081243,0.00048761122921891874
5.3500000000000005,0.0004987166845096786,0.0005584185074476056,0.00043855314060301724,0.0003833492908994228,0.0004331371921058069,0.00038334929089942283,0.0004385531406030172
5.375,0.00045626405645352106,0.0005114610758651889,0.00040042501987004115,0.0003486287106775118,0.0003948498798443555,0.00034862871067751187,0.0004004250198700411
5.4,0.0004229617423886357,0.0004751235009353074,0.00037089247832162753,0.0003213784413006406,0.0003644170320692086,0.00032137844130064065,0.00037089247832162753
5.425000000000001,0.00039691685904013783,0.0004471489121358024,0.00034810198182734704,0.0003000235107338988,0.0003402491823350747,0.00030002351073389887,0.000348101981827347
5.45,0.0003766128950007537,0.00042573693579220866,0.00033058530677564725,0.0002833122482374692,0.0003210698634390418,0.0002833122482374692,0.0003305853067756472
5.4750000000000005,0.0003608369016930377,0.00040945557627926544,0.0003171818833730378,0.00027025087097619165,0.0003058543561119234,0.0002702508709761917,0.0003171818833730378
5.5,0.00034862043252411126,0.0003971691856332951,0.0003069761825345647,0.00026005107902061955,0.00029378046056649667,0.00026005107902061955,0.00030697618253456465
5.525,0.0003391917606001452,0.00038797985186855757,0.00029924746977412806,0.0002520882181809917,0.00028418898971509975,0.0002520882181809917,0.000299247469774128
5.550000000000001,0.00033193725635797345,0.00038117985558998346,0.00029342959569606203,0.000245867921120039,0.00027655204040377424,0.000245867921120039,0.00029342959569606203
5.575,0.0003263701757100156,0.00037621320313303115,0.00028907887555585683,0.00024099950967648379,0.00027044746533042035,0.0002409995096764838,0.0002890788755558568
5.6000000000000005,0.0003221054406223358,0.00037264457984238005,0.0002858484656599997,0.0002371747783970169,0.0002655382919499599,0.00023717477839701694,0.0002858484656599997
5.625,0.00031883927092031224,0.0003701343572907156,0.0002834679492805618,0.00023415106233146387,0.00026155610061894674,0.0002341510623314639,0.0002834679492805618
5.65,0.00031633274932211966,0.0003684185309122649,0.00028172709638042334,0.00023173772061569866,0.0002582875845595211,0.00023173772061569868,0.00028172709638042334
5.675000000000001,0.0003143985790057092,0.00036729266474990683,0.0002804629651426599,0.00022978534808377693,0.0002555636773242016,0.00022978534808377695,0.00028046296514265984
5.7,0.0003128904335618691,0.0003665990848473288,0.00027954967694186474,0.00022817716887596996,0.000253250759109858,0.00022817716887597,0.0002795496769418647
5.7250000000000005,0.00031169441121215764,0.0003662166985961196,0.0002788903275943526,0.00022682217710352174,0.0002512435503804768,0.00022682217710352177,0.0002788903275943526
5.75,0.0003107221949533738,0.0003660529297040207,0.0002784106030324598,0.000225649676864652,0.00024945937683796263,0.00022564967686465205,0.0002784106030324598
5.775,0.0003099055932706265,0.00036603735156371157,0.0002780537523590956,0.00022460494296694728,0.0002478335493715857,0.0002246049429669473,0.00027805375235909554
5.800000000000001,0.00030919219535248757,0.0003661166789657538,0.00027777663955525785,0.0002236457785006818,0.00024631565002874875,0.0002236457785006818,0.0002777766395552578
5.825,0.00030854192367570224,0.00036625084213148676,0.00027754665038748013,0.00022273978932370745,0.0002448665532959624,0.00022273978932370748,0.0002775466503874801
5.8500000000000005,0.0003079243069172216,0.0003664099198052013,0.00027733927563783334,0.00022186223072482696,0.00024345604309555682,0.000221862230724827,0.0002773392756378333
5.875,0.00030731632933756945,0.0003665717517349396,0.0002771362278639501,0.00022099430996148597,0.0002420609113557027,0.00022099430996148602,0.00027713622786395
5.9,0.00030670074001228406,0.0003667200864118774,0.00027692397791257366,0.00022012185126269162,0.0002406634449172483,0.00022012185126269165,0.0002769239779125736
5.925000000000001,0.0003060647277673496,0.0003668431491247065,0.0002766926208561871,0.00021923424844894808,0.00023925022478092411,0.0002192342484489481,0.00027669262085618703
5.95,0.0003053988859632908,0.0003669325388353571,0.00027643499973639853,0.0002183236452471653,0.00023781117591066856,0.00021832364524716535,0.0002764349997363985
5.9750000000000005,0.00030469640640747963,0.000366982381525149,0.00027614603060149124,0.00021738429549148425,0.00023633881744047233,0.00021738429549148427,0.00027614603060149124
6.0,0.0003039524537144031,0.00036698868287596856,0.00027582218425015805,0.00021641206508491378,0.0002348276727767352,0.00021641206508491386,0.00027582218425015805
6.025,0.00030316368145969495,0.0003669488353915063,0.0002754610896943772,0.00021540404544153122,0.00023327380689045887,0.00021540404544153125,0.0002754610896943772
6.050000000000001,0.00030232785936223683,0.00036686124481316216,0.00027506123189825386,0.0002143582543794681,0.0002316744645206333,0.00021435825437946814,0.0002750612318982538
6.075,0.0003014435871726834,0.000366725048348026,0.00027462172234707475,0.00021327340546495007,0.00023002778823773997,0.0002132734054649501,0.00027462172234707475
6.1000000000000005,0.0003005100760769467,0.00036653990335576474,0.00027414212572500805,0.0002121487307944462,0.00022833259950091441,0.00021214873079444623,0.00027414212572500805
6.125,0.00029952698246761024,0.0003663058298943649,0.0002736223296804625,0.00021098384539038924,0.00022658822930787443,0.00021098384539038924,0.00027362232968046246
6.15,0.0002984942822860158,0.00036602309429997786,0.0002730624476002428,0.00020977864393521774,0.0002247943877619599,0.00020977864393521774,0.00027306244760024275
