elec,A_cap,A_Na,A_K,dur,prop
1.0,0.5406459942444031,-0.9745178864919405,0.19104838345775274,4.206971136810282,0.0
2.0,0.5386818776921913,-0.9734652725921679,0.1894709686473931,4.18913546158589,0.052886471298302595
3.0,0.3923362416826502,-0.7027540206647989,0.08370801531493194,3.7676858337369206,1.2812936910839494
4.0,0.39418171661041446,-0.700711748729865,0.07546070121517007,3.7847833107732667,1.25717534247481
5.0,0.5414056997263259,-0.9709202347946707,0.1916917694000737,4.217303517024067,-0.03276910592196547
6.0,0.3941817166104145,-0.7007117487298652,0.07546070121517008,3.784783310773265,1.25717534247481
7.0,0.39233624168265013,-0.7027540206647986,0.08370801531493194,3.767685833736919,1.2812936910839512
